SLPS_005.44|Tantei Jinguuji Saburou: Mikan no Report||探偵 神宮寺三郎 未完のルポ
SLPS_030.16|Tantei Jinguuji Saburou: Mikan no Report||探偵 神宮寺三郎 未完のルポ
SLPS_024.27|Tantei Jinguuji Saburou: Tomoshibi ga Kienu Ma ni||探偵神宮寺三郎 灯火が消えぬ間に
SLPS_030.15|Tantei Jinguuji Saburou: Tomoshibi ga Kienu Ma ni||探偵神宮寺三郎 灯火が消えぬ間に
SLPS_013.56|Tantei Jinguuji Saburou: Yume no Owari ni||探偵 神宮寺三郎 夢の終わりに
SLPS_030.14|Tantei Jinguuji Saburou: Yume no Owari ni||探偵 神宮寺三郎 夢の終わりに
SLPS_028.83|Taregoro: Tarepanda no Iru Nichijou||たれごろ　～たれぱんだのいる日常～
SLPS_005.32|Tasogare no Ode: Ode to the Sunset Era||黄昏のオード　ＯＤＥ　ＴＯ　ＴＨＥ　ＳＵＮＳＥＴ　ＥＲＡ
SLPS_028.84|Tasogare no Ode: Ode to the Sunset Era||黄昏のオード　ＯＤＥ　ＴＯ　ＴＨＥ　ＳＵＮＳＥＴ　ＥＲＡ
SLPS_029.39|Tatsunoko Fight||タツノコファイト
SLES_035.97|Taxi 2||
SCES_019.23|Team Buddies||
SCES_029.86|Team Buddies||
SLUS_008.69|Team Buddies||
SLUS_006.66|Team Losi RC Racer||
SLPM_801.40|Tech PlayStation 97-10||
SLPM_800.84|Tech PlayStation 97-4||
SLPM_800.89|Tech PlayStation 97-5||
SLPM_801.00|Tech PlayStation 97-6||
SLPM_801.08|Tech PlayStation 97-7||
SLPM_801.17|Tech PlayStation 97-8||
SLPM_801.28|Tech PlayStation 97-9||
SLPM_801.88|Tech PlayStation Vol. 1||
SLPM_867.38|Techno BB||テクノビービー
SLES_032.45|TechnoMage: De Terugkeer der Eeuwigheid||
SLES_028.31|TechnoMage: Die Rückkehr der Ewigkeit||
SLES_032.42|TechnoMage: En Quête de L'Eternité||
SLES_032.41|TechnoMage: Return of Eternity||
SLES_032.43|TechnoMage: Ritorno all'Eternità||
SLES_032.44|Technomage: El Retorno de la Eternidad||
SLUS_003.15|Tecmo Stackers||
SLPS_005.65|Tecmo Super Bowl||テクモスーパーボウル
SLUS_000.70|Tecmo Super Bowl||
SLUS_002.99|Tecmo World Golf: Japan||
SLUS_003.40|Tecmo's Deception: Invitation to Darkness||
SLPM_861.78|Teitoku no Ketsudan II||提督の決断Ⅱ
SLPM_867.86|Teitoku no Ketsudan II||提督の決断Ⅱ
SLPS_004.48|Teitoku no Ketsudan II||提督の決断Ⅱ
SLPM_862.04|Teitoku no Ketsudan III||提督の決断Ⅲ
SLPS_007.88|Teitoku no Ketsudan III||提督の決断Ⅲ
SLPS_012.16|Teitoku no Ketsudan III with Power-Up Kit||提督の決断Ⅲ　ｗｉｔｈ　パワーアップ・キット
SCES_000.05|Tekken|Namco|
SLPS_000.40|Tekken|Namco|鉄拳
SLPS_910.20|Tekken|Namco|鉄拳
SLUS_000.06|Tekken|Namco|
SCES_002.55|Tekken 2|Namco|
SLPS_003.00|Tekken 2|Namco|鉄拳２
SLPS_910.55|Tekken 2|Namco|鉄拳２
SLUS_002.13|Tekken 2|Namco|
SCED_004.94|Tekken 2 + Fade to Black + F1 + V-CD||
SCED_004.67|Tekken 2 + Fade to Black + V-CD||
SCPS_452.13|Tekken 3|Namco|鉄拳３
SCPS_452.15|Tekken 3|Namco|鉄拳３
SLPS_013.00|Tekken 3|Namco|鉄拳３
SLPS_912.02|Tekken 3|Namco|鉄拳３
SLUS_004.02|Tekken 3|Namco|
SCES_012.37|Tekken 3|Namco|
SCED_013.84|Tekken 3 (Demo)|Namco|
SLPS_003.65|Tekkyuu: True Pinball||鉄球　トゥルー・ピンボール
SLES_003.16|Tempest X3||
SLUS_002.83|Tempest X3||
SLES_005.34|Ten Pin Alley||
SLUS_003.77|Ten Pin Alley||
SLPM_863.68|Ten made Jack: Odoroki Mamenoki Daitoubou!!||天までジャック　～オドロキマメノキ大登亡！！～
SLPS_012.43|Tenant Wars||テナントウォーズ
SLPS_004.51|Tenchi Muyou! Toukou Muyou (Disc 1)||天地無用！登校無用（ディスク１）
SLPS_004.52|Tenchi Muyou! Toukou Muyou (Disc 2)||天地無用！登校無用（ディスク２）
SLPM_874.00|Tenchi o Kurau II: Sekiheki no Tatakai||天地を喰らうⅡ　～赤壁の戦い～
SLPS_002.03|Tenchi o Kurau II: Sekiheki no Tatakai||天地を喰らうⅡ　～赤壁の戦い～
SLES_024.52|Tenchu 2: Birth of the Stealth Assassins||
SLES_024.62|Tenchu 2: Birth of the Stealth Assassins||
SLES_024.63|Tenchu 2: Birth of the Stealth Assassins||
SLES_024.64|Tenchu 2: Birth of the Stealth Assassins||
SLES_024.65|Tenchu 2: Birth of the Stealth Assassins||
SLUS_009.39|Tenchu 2: Birth of the Stealth Assassins||
SLES_013.74|Tenchu: Stealth Assassins||
SLUS_007.06|Tenchu: Stealth Assassins||
SLED_014.67|Tenchu: Stealth Assassins (Demo)||
SLPS_007.12|Tenga Seiha||天下制覇
SLPS_016.78|Tenka Touitsu||天下統一
SLPS_010.15|Tenkuu no Escaflowne||天空のエスカフローネ
SLPS_010.14|Tenkuu no Escaflowne (Genteiban)||天空のエスカフローネ
SLPM_865.84|Tenkuu no Restaurant||天空のレストラン
SLPS_914.52|Tenkuu no Restaurant||天空のレストラン
SLPM_867.34|Tenkuu no Restaurant: Hello! Project Ver.||天空のレストラン　Ｈｅｌｌｏ！　Ｐｒｏｊｅｃｔ　Ｖｅｒ．
SLUS_013.48|Tennis||
SLES_009.35|Tennis Arena||
SLPS_013.03|Tennis Arena||テニス・アリーナ
SLUS_005.96|Tennis Arena||
SLPM_870.28|Tennis no Oujisama||テニスの王子様
SLPM_872.87|Tennis no Oujisama||テニスの王子様
SLPM_871.55|Tennis no Oujisama: Sweat & Tears||テニスの王子様 スウェットアンドティアーズ
SLPM_872.96|Tennis no Oujisama: Sweat & Tears||テニスの王子様 スウェットアンドティアーズ
SLPS_012.78|Tensen Nyannyan Gekijouban||天仙娘々　～劇場版～
SLPS_012.28|Tenshi Doumei||天使同盟
SLPS_034.66|Tenshi na Konamaiki||天使な小生意気
SLPS_031.32|Tentama||てんたま
SCES_028.36|Terracon||
SCES_000.12|Terry Pratchett's Discworld||
SCUS_946.00|Terry Pratchett's Discworld||
SLES_001.93|Terry Pratchett's Discworld||
SLES_009.48|Test Drive 4||
SLPS_012.88|Test Drive 4||テストドライブ４
SLUS_004.87|Test Drive 4||
SLES_011.79|Test Drive 4x4||
SLES_011.65|Test Drive 5||
SLPS_019.64|Test Drive 5||テスト・ドライブ５
SLUS_006.10|Test Drive 5||
SLES_027.52|Test Drive 6||
SLUS_008.39|Test Drive 6||
SLUS_010.77|Test Drive Le Mans||
SLES_001.94|Test Drive Off-Road||
SLUS_003.96|Test Drive Off-Road||
SLPS_019.65|Test Drive Off-Road 2||テスト・ドライブ・オフロード２
SLUS_006.09|Test Drive Off-Road 2||
SLUS_008.40|Test Drive Off-Road 3||
SCES_021.79|Tetris Magiska Utmaning||
SLES_004.42|Tetris Plus||
SLPS_004.66|Tetris Plus||テトリス・プラス
SLPS_017.20|Tetris Plus||テトリス・プラス
SLUS_003.38|Tetris Plus||
SLPS_003.21|Tetris X||テトリスＸ
SLPS_910.36|Tetris X||テトリスＸ
SLPS_028.86|Tetris with Card Captor Sakura: Eternal Heart||テトリス ｗｉｔｈ カードキャプターさくら エターナルハート
SLPS_001.64|Tetsudou-ou '96: Iku ze Okuman Chouja!!||鉄道王’９６　～いくぜ億万長者！！～
SLPS_010.12|Tetsudou-ou 2: Sekai Seifuku no Yabou!!||鉄道王２　～世界征服の野望！！～
SLPS_006.75|Tetsuya Komuro: Gaball Screen||小室哲哉　ガボールスクリーン
SLPS_006.76|Tetsuya Komuro: Gaball Screen||小室哲哉　ガボールスクリーン
SLPS_017.18|Tettei Kaiseki: Hisshou Pachi-Slot Doujou: Yamasa & Pioneer||徹底解析　必勝パチスロ道場　～山佐＆パイオニア～
SLPM_863.40|That's QT||ザッツキューティ
SCUS_949.06|The Adventures of Lomax||
SLPS_019.16|The Airs||エアーズ
SLES_038.58|The Amazing Virtual Sea-Monkeys||
SLUS_014.75|The Amazing Virtual Sea-Monkeys||
SCED_023.27|The Best PlayStation Games Ever: No. 1 of 4||
SCUS_942.61|The Best of PlayStation Underground Year One||
SLPS_022.94|The Bistro: Ryouri & Wine no Shokunin-tachi||ザ・ビストロ　～料理＆ワインの職人たち～
SLPM_867.18|The Blue Marlin||ザ・ブルー・マーリン
SLPS_027.52|The Blue Marlin||ザ・ブルー・マーリン
SLES_031.63|The Bombing Islands||
SLPS_008.66|The Bombing Islands||ボンビンアイランド
SLPS_914.49|The Bombing Islands||ボンビンアイランド
SLUS_012.92|The Bombing Islands||
SCPS_100.94|The Book of Watermarks (Disc 1)||ザ・ブック・オブ・ウォーターマークス（ディスク１）
SCPS_100.95|The Book of Watermarks (Disc 2)||ザ・ブック・オブ・ウォーターマークス（ディスク２）
SLUS_015.79|The Cat in the Hat||
SLPS_003.31|The Chessmaster||チェスマスター
SLES_001.87|The Chessmaster 3-D||
SLUS_000.52|The Chessmaster 3-D||
SCUS_941.50|The City of Lost Children||
SLES_001.70|The City of Lost Children||
SLPM_866.91|The Conveni 2: Zenkoku Chain Tenkai da!||ザ・コンビニ２　全国チェーン展開だ！
SLPS_011.46|The Conveni 2: Zenkoku Chain Tenkai da!||ザ・コンビニ２　全国チェーン展開だ！
SLPS_013.01|The Conveni Special: 3-tsu no Sekai o Dokusen seyo||ザ・コンビニ　スペシャル　～３つの世界を独占せよ～
SLPM_866.55|The Conveni: Ano Machi o Dokusen seyo||ザ・コンビニ　～あの町を独占せよ～
SLPS_007.82|The Conveni: Ano Machi o Dokusen seyo||ザ・コンビニ　～あの町を独占せよ～
SLPS_911.04|The Conveni: Ano Machi o Dokusen seyo||ザ・コンビニ　～あの町を独占せよ～
SLES_002.79|The Crow: City of Angels||
SLES_006.48|The Crow: City of Angels||
SLPS_007.69|The Crow: City of Angels||ザ・クロウ
SLUS_002.42|The Crow: City of Angels||
SLPS_015.58|The Crown Knights: Jaja-uma! Quartet: Mega Dream Destruction+||Ｔｈｅ　Ｃｒｏｗｎ　Ｋｎｉｇｈｔｓ　Ｊａｊａ馬！　カルテット　Ｍｅｇａ　Ｄｒｅａｍ　Ｄｅｓｔｒｕｃｔｉｏｎ＋
SLPM_804.22|The Cybernetic Tuning Master: Exhaust King||エキゾーストキング
SLES_029.59|The Dalmatians||
SLPS_005.01|The Deep: Ushinawareta Shinkai||ＴＨＥ ＤＥＥＰ 　失われた深海
SLUS_003.17|The Divide: Enemies Within||
SLPM_872.52|The Dog Master||ザ・ドッグ　マスター
SLPM_871.75|The Dog Master (Shokai Genteiban)||ザ・ドッグ　マスター
SLPM_866.78|The Drug Store||ザ・ドラッグストア
SLPS_015.16|The Drug Store: MatsumotoKiyoshi de Okaimono!||ザ・ドラッグストア ～マツモトキヨシでお買い物！～
SLES_033.93|The Dukes of Hazzard II: Daisy Dukes It Out||
SLUS_012.43|The Dukes of Hazzard II: Daisy Dukes It Out||
SLES_023.43|The Dukes of Hazzard: Racing for Home||
SLUS_008.59|The Dukes of Hazzard: Racing for Home||
SLES_022.54|The F.A. Premier League Football Manager 2000||
SLES_030.61|The F.A. Premier League Football Manager 2001||
SLES_021.42|The F.A. Premier League Stars||
SLES_030.63|The F.A. Premier League Stars 2001||
SLPS_017.36|The Famires||ザ・ファミレス
SLPM_872.54|The Famires: Shijou Saikyou no Menu||ザ・ファミレス　～史上最強のメニュー～
SLPS_017.63|The Famires: Shijou Saikyou no Menu||ザ・ファミレス　～史上最強のメニュー～
SCES_012.85|The Fifth Element||
SLPS_015.55|The Fifth Element||フィフス・エレメント
SLUS_007.11|The Fifth Element||
SLUS_000.64|The Final Round||
SLPS_001.48|The Firemen 2: Pete & Danny||ザ・ファイヤーメン２　ピート＆ダニー
SLPS_020.90|The Firemen 2: Pete & Danny||ザ・ファイヤーメン２　ピート＆ダニー
SLES_023.45|The Flintstones: Bedrock Bowling||
SLUS_009.31|The Flintstones: Bedrock Bowling||
SLPS_015.83|The Game Maker: Ureyuki 100-manbon Get da ze!||ザ・ゲームメーカー：売れ行き１００万本げっとだゼ！
SLUS_007.69|The Game of Life||
SLPS_001.55|The Game of Life: DX Jinsei Game||ＤＸ人生ゲーム
SLPS_910.25|The Game of Life: DX Jinsei Game||ＤＸ人生ゲーム
SLPS_009.18|The Game of Life: DX Jinsei Game II||ＤＸ人生ゲームⅡ
SLPS_910.95|The Game of Life: DX Jinsei Game II||ＤＸ人生ゲームⅡ
SLPM_870.98|The Game of Life: DX Jinsei Game III||ＤＸ人生ゲームⅢ
SLPS_024.69|The Game of Life: DX Jinsei Game III||ＤＸ人生ゲームⅢ
SLPM_869.63|The Game of Life: DX Jinsei Game IV||ＤＸ人生ゲームⅣ
SLPM_871.87|The Game of Life: DX Jinsei Game V||ＤＸ人生ゲームⅤ
SCES_011.07|The Granstream Saga||
SCES_013.21|The Granstream Saga||
SCES_013.22|The Granstream Saga||
SLUS_005.97|The Granstream Saga||
SLPS_007.19|The Great Battle VI||ザ・グレイトバトルⅥ
SLES_029.74|The Grinch||
SLUS_011.97|The Grinch||
SLES_017.76|The Guardian of Darkness||
SLPS_031.78|The Heiwa: Otenki Studio||ＴＨＥ　ＨＥＩＷＡ　～お天気スタジオ～
SLUS_001.20|The Hive (Disc 1)||
SLUS_001.82|The Hive (Disc 2)||
SLPS_003.25|The Hive Wars (Disc 1)||ザ・ハイヴウォーズ（ディスク１）
SLPS_003.26|The Hive Wars (Disc 2)||ザ・ハイヴウォーズ（ディスク２）
SLPM_869.61|The Housoukyoku: SatelliTV||ザ・放送局　サテライトＴＶ
SLES_032.10|The Hunter||
SLES_001.09|The Incredible Hulk: The Pantheon Saga||
SLUS_001.50|The Incredible Hulk: The Pantheon Saga||
SLES_034.89|The Italian Job||
SLES_036.26|The Italian Job||
SLES_036.48|The Italian Job||
SLUS_014.57|The Italian Job||
SLED_036.79|The Italian Job (Demo)||
SCES_005.62|The King of Fighters '95||
SCUS_942.05|The King of Fighters '95||
SLPS_003.51|The King of Fighters '95||ザ・キング・オブ・ファイターズ’９５
SLPS_910.26|The King of Fighters '95||ザ・キング・オブ・ファイターズ’９５
SLPM_861.10|The King of Fighters '96||ザ・キング・オブ・ファイターズ’９６
SLPS_008.34|The King of Fighters '96||ザ・キング・オブ・ファイターズ’９６
SLPM_860.84|The King of Fighters '97||ザ・キング・オブ・ファイターズ’９７
SLPM_862.45|The King of Fighters '97||ザ・キング・オブ・ファイターズ’９７
SLPS_915.11|The King of Fighters '97||ザ・キング・オブ・ファイターズ’９７
SLPM_802.42|The King of Fighters '97 (Taikenban)||ザ・キング・オブ・ファイターズ’９７（体験版）
SLPM_862.01|The King of Fighters '98: Dream Match Never Ends||ザ・キング・オブ・ファイターズ’９８　～ドリーム・マッチ・ネバー・エンズ～
SLPM_864.35|The King of Fighters '98: Dream Match Never Ends||ザ・キング・オブ・ファイターズ’９８　～ドリーム・マッチ・ネバー・エンズ～
SLPM_864.62|The King of Fighters '99||ザ・キング・オブ・ファイターズ’９９
SLPM_867.84|The King of Fighters '99||ザ・キング・オブ・ファイターズ’９９
SLUS_013.32|The King of Fighters '99||
SLPM_860.95|The King of Fighters Kyou||ザ・キング・オブ・ファイターズ 京
SLPM_802.45|The King of Fighters Kyou (Taikenban)||ザ・キング・オブ・ファイターズ　京（体験版）
SLES_040.55|The Land Before Time: Big Water Adventure||
SLUS_014.81|The Land Before Time: Big Water Adventure||
SLPM_885.04|The Land Before Time: Great Valley Racing Adventure||
SLUS_012.13|The Land Before Time: Great Valley Racing Adventure||
SLES_034.48|The Land Before Time: Racing Adventure||
SLES_029.81|The Land Before Time: Return to the Great Valley||
SLUS_010.43|The Land Before Time: Return to the Great Valley||
SLES_000.20|The Last Report||
SLES_000.29|The Last Report||
SLES_008.89|The Last Report||
SLPS_009.23|The Last Report||ラストレポート
SLED_013.65|The Last Report (Demo)||
PAPX_900.91|The Legend of Dragoon||レジェンド・オブ・ドラグーン
SCES_030.43|The Legend of Dragoon (Disc 1)||
SCES_030.44|The Legend of Dragoon (Disc 1)||
SCES_030.45|The Legend of Dragoon (Disc 1)||
SCES_030.46|The Legend of Dragoon (Disc 1)||
SCES_030.47|The Legend of Dragoon (Disc 1)||
SCPS_101.19|The Legend of Dragoon (Disc 1)||レジェンド・オブ・ドラグーン（ディスク１）
SCPS_454.61|The Legend of Dragoon (Disc 1)||レジェンド・オブ・ドラグーン（ディスク１）
SCUS_944.91|The Legend of Dragoon (Disc 1)||
SCES_130.43|The Legend of Dragoon (Disc 2)||
SCES_130.44|The Legend of Dragoon (Disc 2)||
SCES_130.45|The Legend of Dragoon (Disc 2)||
SCES_130.46|The Legend of Dragoon (Disc 2)||
SCES_130.47|The Legend of Dragoon (Disc 2)||
SCPS_101.20|The Legend of Dragoon (Disc 2)||レジェンド・オブ・ドラグーン（ディスク２）
SCPS_454.62|The Legend of Dragoon (Disc 2)||レジェンド・オブ・ドラグーン（ディスク２）
SCUS_945.84|The Legend of Dragoon (Disc 2)||
SCES_230.43|The Legend of Dragoon (Disc 3)||
SCES_230.44|The Legend of Dragoon (Disc 3)||
SCES_230.45|The Legend of Dragoon (Disc 3)||
SCES_230.46|The Legend of Dragoon (Disc 3)||
SCES_230.47|The Legend of Dragoon (Disc 3)||
SCPS_101.21|The Legend of Dragoon (Disc 3)||レジェンド・オブ・ドラグーン（ディスク３）
SCPS_454.63|The Legend of Dragoon (Disc 3)||レジェンド・オブ・ドラグーン（ディスク３）
SCUS_945.85|The Legend of Dragoon (Disc 3)||
SCES_330.43|The Legend of Dragoon (Disc 4)||
SCES_330.44|The Legend of Dragoon (Disc 4)||
SCES_330.45|The Legend of Dragoon (Disc 4)||
SCES_330.46|The Legend of Dragoon (Disc 4)||
SCES_330.47|The Legend of Dragoon (Disc 4)||
SCPS_101.22|The Legend of Dragoon (Disc 4)||レジェンド・オブ・ドラグーン（ディスク４）
SCPS_454.64|The Legend of Dragoon (Disc 4)||レジェンド・オブ・ドラグーン（ディスク４）
SCUS_945.86|The Legend of Dragoon (Disc 4)||
PAPX_901.03|The Legend of Dragoon (Taikenban)||レジェンド・オブ・ドラグーン（体験版）
PAPX_901.04|The Legend of Dragoon (Taikenban)||レジェンド・オブ・ドラグーン（体験版）
PCPX_961.84|The Legend of Dragoon (Taikenban)||レジェンド・オブ・ドラグーン（体験版）
SLPS_013.23|The Legend of Heroes I & II: Eiyuu Densetsu||Ｔｈｅ　Ｌｅｇｅｎｄ　ｏｆ　Ｈｅｒｏｅｓ　Ⅰ＆Ⅱ　～英雄伝説～
SLPS_012.01|The Legend of Heroes III: Shiroki Majo: Mou Hitotsu no Eiyuu-tachi no Monogatari||Ｔｈｅ　Ｌｅｇｅｎｄ　ｏｆ　Ｈｅｒｏｅｓ　Ⅲ　白き魔女　もうひとつの英雄たちの物語
SLPS_015.40|The Legend of Heroes IV: Akai Shizuku||Ｔｈｅ　Ｌｅｇｅｎｄ　ｏｆ　Ｈｅｒｏｅｓ　ＩＶ　朱紅い雫
SLES_009.03|The Lost World: Jurassic Park||
SLPS_010.99|The Lost World: Jurassic Park||ロスト・ワールド　～ジュラシック・パーク～
SLUS_005.15|The Lost World: Jurassic Park||
SLUS_805.15|The Lost World: Jurassic Park (Trade Demo)||
SLPM_865.85|The Maestromusic||ザ・マエストロムジーク
SLPM_865.86|The Maestromusic||ザ・マエストロムジーク
SLPM_866.79|The Maestromusic: Encore Disc||ザ・マエストロムジーク　アンコール・ディスク
SLPM_866.84|The Maestromusic: Merry Christmas||ザ・マエストロムジーク　～メリークリスマス～
SCED_039.93|The Magical World of Disney on PlayStation||
SLPS_005.62|The Making of Nightruth||ザ・メイキング・オブ・ナイトゥルース
SLPS_007.22|The Masters Fighter||ザ・マスターズ・ファイター
SLPS_001.78|The Match Golf||ザ・マッチ・ゴルフ
SLES_027.95|The Misadventures of Tron Bonne||
SLUS_008.96|The Misadventures of Tron Bonne||
SLES_032.34|The Mission||
SLES_029.73|The Mummy||
SLUS_011.87|The Mummy||
SLPS_020.72|The Mystic Dragoons||ミスティックドラグーン
SLPS_021.03|The Mystic Dragoons||ミスティックドラグーン
SLPS_028.45|The Mystic Dragoons||ミスティックドラグーン
SLES_019.87|The Next Tetris||
SLPS_017.74|The Next Tetris||ザ ネクスト テトリス
SLPS_027.01|The Next Tetris||ザ ネクスト テトリス
SLUS_008.62|The Next Tetris||
SLPM_803.68|The Next Tetris (Taikenban)||ザ　ネクスト　テトリス（体験版）
SLPS_025.07|The Next Tetris DLX||ザ　ネクスト　テトリス　デラックス
SLES_007.49|The Note||
SLPM_869.89|The Oni Taiji!!: Mezase! Nidaime Momotarou||Ｔｈｅ鬼退治！！　目指せ！二代目桃太郎
SLPS_000.89|The Oni Taiji!!: Mezase! Nidaime Momotarou||Ｔｈｅ鬼退治！！　目指せ！二代目桃太郎
